,char,IndvRawFrequency,cumulativeRawFrequency,Pinyin,English,kDefinition,kHanyuPinyin,kMandarin,kTotalStrokes,kSimplifiedVariant,ucn
7762,踧,4,99.997988672256,di2,,"level, as a road; appearance of uneasiness","63715.020:dí,cù",cù,15,,U+8E27
7763,茚,4,99.997990739396,yin4,,indene,53194.100:yìn,yìn,8,,U+831A
7764,辌,4,99.997992806537,liang2,,a hearse; a carriage,,liáng,12,,U+8F8C
7765,辒,4,99.997994873678,wen1,,hearse,,wēn,13,,U+8F92
7766,郪,4,99.997996940818,qi1,,name of a stream in Sichuan province,63778.070:qī,qī,10,,U+90EA
7767,鄘,4,99.997999007959,yong1,,state in Henan province,63794.030:yōng,yōng,13,,U+9118
7768,鄠,4,99.998001075099,hu4,,county in Shanxi province,63792.040:hù,hù,13,,U+9120
7769,帱,4,99.99800314224,chou2/dao4,"canopy/curtain, canopy",cover up; curtain,,chóu,10,,U+5E31
7770,鈇,4,99.99800520938,fu1,,an ax; a hatchet,"64174.050:fū,fǔ",fū,12,U+2B4E7,U+9207
7771,缲,4,99.998007276521,qiao1,,to reel,,qiāo,16,,U+7F32
7772,雚,4,99.998009343661,guan4,,a heron; small cup,"64104.020:guàn,huán",guàn,17,,U+96DA
7773,雟,4,99.998011410802,gui1,,sparrow; revolve; place name,,xī,18,,U+96DF
7774,韺,4,99.998013477942,ying1,,music,74497.050:yīng,yīng,17,,U+97FA
7775,頵,4,99.998015545083,yun1,,"(Cant.) 大頭頵, a big head",74377.030:yūn,yūn,16,U+2B5B3,U+9835
7776,顝,4,99.998017612223,kua3,,,"74385.130:kuī,kuǎ",kuī,18,U+310B5,U+985D
7777,镘,4,99.998019679364,man4,side of coin without words/trowel,trowel,,màn,16,,U+9558
7778,鬋,4,99.998021746505,jian3,,"forelock, bangs",74531.050:jiǎn,jiǎn,19,,U+9B0B
7779,酾,4,99.998023813645,shai1,,strain,,shāi,14,,U+917E
7780,鳣,4,99.998025880786,zhan1,,sturgeon,,zhān,21,,U+9CE3
7781,鴦,4,99.998027947926,yang1,,female mandarin duck (Aix galericulata),74623.140:yāng,yāng,16,U+9E2F,U+9D26
7782,麀,4,99.998030015067,you1,,"female deer, doe",74727.040:yōu,yōu,13,,U+9E80
7783,麉,4,99.998032082207,jian1,,,74730.020:jiān,jiān,17,,U+9E89
7784,麊,4,99.998034149348,mi2,,,,mí,17,,U+9E8A
7785,麣,4,99.998036216488,yan2,,,74736.190:yán,yán,30,,U+9EA3
7786,藬,4,99.998038283629,tui1,,,53316.180:tuī,tuī,17,U+2C798,U+85EC
7787,鏘,4,99.998040350769,qiang1,,"tinkle, clang, jingle",64252.160:qiāng,qiāng,19,U+9535,U+93D8
7788,鞚,4,99.99804241791,kong4,,bridle,74341.030:kòng,kòng,17,,U+979A
7789,飔,4,99.99804448505,si1,,cool breeze of autumn,,sī,13,,U+98D4
7790,鴃,4,99.998046552191,gui1,,shrike; butcherbird,,jué,15,U+2B6DE,U+9D03
7791,齏,4,99.998048619332,ji1,,"break or smash into pieces, pulverize; hash",74787.030:jī,jī,23,U+9F51,U+9F4F
7792,礄,4,99.998050686472,qiao2,,place in Sichuan province,42456.120:qiáo,qiáo,17,U+785A,U+7904
7793,誥,4,99.998052753613,gao4,,"inform, notify, admonish, order",63976.170:gào,gào,14,U+8BF0,U+8AA5
7794,醲,4,99.998054820753,nong2,,"strong wine; dense, thick",63600.030:nóng,nóng,20,U+2CAA9,U+91B2
7795,毳,4,99.998056887894,cui4,crisp/brittle/fine animal hair,fine hair or fur on animals,"32000.040:cuì,qiāo,xiā",cuì,12,,U+6BF3
7796,築,4,99.998058955034,zhu4,,"build, erect; building",52998.040:zhù,zhú,16,U+7B51,U+7BC9
7797,絫,4,99.998061022175,lei3,,,53400.110:lěi,lěi,12,,U+7D6B
7798,脺,4,99.998063089315,cui4,,pancreas,"32090.070:cuì,suì",cuì,12,,U+813A
7799,苧,4,99.998065156456,zhu4,,"China grass, ramie (Boehmeria nivea)","53196.040:zhù,níng",níng,8,U+82CE,U+82E7
7800,蚘,4,99.998067223596,you2,,tapeworm,"42837.120:huì,yóu",huí,10,,U+8698
7801,蝺,4,99.998069290737,yu3,,,"42871.100:qǔ,yǔ",qǔ,15,,U+877A
7802,蠶,4,99.998071357877,can2,,silkworm,42908.110:cán,cán,24,U+8695,U+8836
7803,裀,4,99.998073425018,yin1,,"mat, coverlet; underwear",53089.020:yīn,yīn,11,,U+88C0
7804,詧,4,99.998075492159,qie4,,to examine into judicially to find out,"63969.060:chá,qiè",chá,13,,U+8A67
7805,貍,4,99.998077559299,mai2,,fox,"63912.120:lí,mái,yù",lí,14,,U+8C8D
7806,踘,4,99.99807962644,ju1,,ball,63718.070:jū,jū,15,,U+8E18
7807,蹷,4,99.99808169358,jue2,,"to kick back; to stumble, slip, fall",,jué,19,,U+8E77
7808,蟓,4,99.998083760721,xiang4,,an ancient term for silkworms,42893.100:xiàng,xiàng,17,,U+87D3
7809,盦,4,99.998085827861,an1,,lid of a caldron; Buddhist cloister,42570.050:ān,ān,16,,U+76E6
7810,瞆,4,99.998087895002,gui4,,dim,,kuì,14,,U+7786
7811,矰,4,99.998089962142,zeng1,,arrow with attached silk cord,42587.030:zēng,zēng,17,,U+77F0
7812,磥,4,99.998092029283,lei2,,a heap of stones; boulders,"42453.040:lěi,léi",lěi,16,,U+78E5
7813,祮,4,99.998094096423,gao4,,,,gào,10,,U+796E
7814,稛,4,99.998096163564,kun3,,bind,42613.030:kǔn,kǔn,13,,U+7A1B
7815,箾,4,99.998098230704,xiao1,,"musical instrument like pan-pipes, bamboo flute","52991.010:shuò,xiāo,qiào",shuò,15,,U+7BBE
7816,翂,4,99.998100297845,fen1,,,53343.080:fēn,fēn,10,,U+7FC2
7817,胊,4,99.998102364986,qu2,,yoke,,qú,9,,U+80CA
7818,蓺,4,99.998104432126,yi4,,"art; talent, ability; craft",53275.040:yì,yì,14,,U+84FA
7819,薾,4,99.998106499267,er3,,luxuriant growth of flower,53311.050:ěr,ěr,17,,U+85BE
7820,襱,4,99.998108566407,long2,,legs of trousers; overalls worn by workmen,"53122.020:lóng,lòng",lóng,21,U+30CF2,U+8971
7821,覅,4,99.998110633548,fiao,,,,fiào,13,,U+8985
7822,讏,4,99.998112700688,wei4,,,64031.040:wèi,wèi,23,,U+8B8F
7823,跅,4,99.998114767829,tuo4,,"careless, lax; dissolute","63696.070:tuò,chì",tuò,12,,U+8DC5
7824,踆,4,99.998116834969,qun1,,squat,"63711.050:qūn,cún,zūn,qiù,zhūn",cūn,14,,U+8E06
7825,蹔,4,99.99811890211,zan4,,temporary; fleeting; ephemeral,"63733.020:zàn,cán",zàn,18,U+2B3D0,U+8E54
7826,軐,4,99.99812096925,xian4,,,"53516.060:xìn,xiàn",xìn,10,,U+8ED0
7827,轪,4,99.998123036391,dai4,,a hubcap; a wheel,,dài,7,,U+8F6A
7828,鄤,4,99.998125103531,wan4,,place in Henan province,"63793.020:màn,wàn",màn,13,,U+9124
7829,醰,4,99.998127170672,tan2,,bitter taste in wine; rich; full flavoured,63597.090:tán,tán,19,,U+91B0
7830,鑟,4,99.998129237813,du2,,,64269.100:dú,dú,23,,U+945F
7831,铔,4,99.998131304953,ya1,,soft steel; ammonium,,yā,11,,U+94D4
7832,閛,4,99.998133372094,peng1,,,"74292.050:pēng,pèng",pēng,13,U+30FEC,U+959B
7833,陙,4,99.998135439234,chun2,,,64129.100:chún,chún,9,,U+9659
7834,霳,4,99.998137506375,long2,,,64076.040:lóng,lóng,19,,U+9733
7835,顑,4,99.998139573515,yan4,,yellow,"74380.150:kǎn,yàn",kǎn,18,U+310B1,U+9851
7836,镤,4,99.998141640656,pu2,protoactinium,protactinium (Pa),,pú,17,,U+9564
7837,鵲,4,99.998143707796,que4,,magpie; Pica species (various),74638.220:què,què,19,U+9E4A,U+9D72
7838,竚,4,99.998145774937,zhu4,,stand and wait for long time,,zhù,10,,U+7ADA
7839,紩,4,99.998147842077,zhi4,,to sew,53383.020:zhì,zhì,11,U+2E262,U+7D29
7840,聦,4,99.998149909218,cong1,,"the hearing, to listen; astute; clever; quick of apprehension",,cōng,15,,U+8066
7841,餅,4,99.998151976358,bing3,,"rice-cakes, biscuits",74453.010:bǐng,bǐng,14,U+997C,U+9905
7842,鶄,4,99.998154043499,qing1,,a kind of water bird,"74638.130:jīng,qīng",jīng,19,U+4D16,U+9D84
7843,競,4,99.99815611064,jing4,,"contend, vie, compete",42717.020:jìng,jìng,20,U+7ADE,U+7AF6
7844,簷,4,99.99815817778,yan2,,eaves of house; brim,53022.070:yán,yán,19,,U+7C37
7845,糵,4,99.998160244921,nie4,,fermenting grain; grain which has sprouted; yeast,,niè,22,,U+7CF5
7846,紖,4,99.998162312061,zhen4,,a rope for leading cattle or horse,53377.050:zhèn,zhèn,10,U+7EBC,U+7D16
7847,訪,4,99.998164379202,fang3,,"visit; ask, inquire",63950.080:fǎng,fǎng,11,U+8BBF,U+8A2A
7848,豎,4,99.998166446342,shu4,,vertical; perpendicular; upright,63567.140:shù,shù,15,U+7AD6,U+8C4E
7849,趦,4,99.998168513483,zi1,,unable to move; to falter,53495.160:zī,zī,16,,U+8DA6
7850,隸,4,99.998170580623,li4,,be subservient to; servant,74323.100:lì,lì,17,U+96B6,U+96B8
7851,禠,4,99.998172647764,si1,,happy,42406.140:sī,sī,14,,U+79A0
7852,籓,4,99.998174714904,ban1,,sieve; basket,"53028.180:fān,bān,pān",fān,21,,U+7C53
7853,镥,4,99.998176782045,lu3,,"lutetium (element 71, Lu)",,lǔ,17,,U+9565
7854,盜,4,99.998178849185,dao4,,"rob, steal; thief, bandit",42564.130:dào,dào,12,U+76D7,U+76DC
7855,矝,4,99.998180916326,qin2,,,,jīn,10,,U+77DD
7856,笖,4,99.998182983467,yi3,,,52953.010:yǐ,yǐ,10,,U+7B16
7857,笧,4,99.998185050607,shan4,,to entwine around; check (a current) with a weir,"52955.030:cè,shàn",cè,11,,U+7B27
7858,簢,4,99.998187117748,min3,,,53018.010:mǐn,mǐn,18,U+2B083,U+7C22
7859,簻,4,99.998189184888,ke1,,empty,"53021.120:zhuā,kē",zhuā,17,U+30A7B,U+7C3B
7860,籌,4,99.998191252029,chou2,,"chip, tally, token; raise money","53024.100:chóu,táo",chóu,20,U+7B79,U+7C4C
7861,粍,4,99.998193319169,zhe2,,millimetre,53143.030:zhé,zhé,10,,U+7C8D
7862,綍,4,99.99819538631,fu2,,rope,53401.080:fú,fú,13,U+30B18,U+7D8D
7863,縕,4,99.99819745345,wen1,,"tangled hemp, raveled silk; vague, confused",,yùn,16,U+7F0A,U+7E15
7864,罋,4,99.998199520591,weng4,,earthen jar; jar for ashes,,wèng,19,,U+7F4B
7865,罷,4,99.998201587731,ba4,,"cease, finish, stop; give up","42924.120:bà,pí,pì,bǐ,ba,bǎi",bà,15,U+7F62,U+7F77
7866,翜,4,99.998203654872,sha4,,,53348.160:shà,shà,13,U+30B62,U+7FDC
7867,膰,4,99.998205722012,pan2,,to cook meat for a sacrifice or offering,"32112.080:fán,pán",fán,16,,U+81B0
7868,膲,4,99.998207789153,jiao1,,(medicine) the three divisions of the viscera,32112.040:jiāo,jiāo,16,,U+81B2
7869,菂,4,99.998209856294,di4,,lotus seeds,53236.010:dì,dì,11,,U+83C2
7870,葦,4,99.998211923434,wei3,,reed,53258.040:wěi,wěi,12,U+82C7,U+8466
7871,薢,4,99.998213990575,xie4,,woody climbing plant,53305.040:xiè,xiè,16,,U+85A2
7872,藷,4,99.998216057715,zhu1,,"yam, tuber, potato","53321.090:zhū,shǔ",shǔ,18,U+2B244,U+85F7
7873,螞,4,99.998218124856,ma3,,ant; leech,"42876.040:mǎ,mā,mà",mǎ,16,U+8682,U+879E
7874,蠻,4,99.998220191996,man2,,"barbarians; barbarous, savage",42909.210:mán,mán,25,U+86EE,U+883B
7875,袀,4,99.998222259137,jun1,,,53079.090:jūn,jūn,9,,U+8880
7876,袐,4,99.998224326277,bi4,,,53085.050:bì,bì,10,,U+8890
7877,覍,4,99.998226393418,bian4,,,,biàn,10,,U+898D
7878,訌,4,99.998228460558,hong4,,confusion; internal strife,63940.040:hòng,hòng,10,U+8BA7,U+8A0C
7879,訛,4,99.998230527699,e2,,"swindle, cheat; erroneous, wrong",63947.080:é,é,11,U+8BB9,U+8A1B
7880,詿,4,99.998232594839,gua4,,"error, mistake; deceive, mislead",63961.030:guà,guà,13,U+8BD6,U+8A7F
7881,諄,4,99.99823466198,zhun1,,"patient, earnest; earnestly",63991.050:zhūn,zhūn,15,U+8C06,U+8AC4
7882,譜,4,99.998236729121,pu3,,"register, list, table; musical score",64021.020:pǔ,pǔ,19,U+8C31,U+8B5C
7883,豈,4,99.998238796261,qi3,,how? what?,"63565.040:kǎi,qǐ",qǐ,10,U+5C82,U+8C48
7884,賢,4,99.998240863402,xian2,,"virtuous, worthy, good; able","63646.060:xián,xiàn",xián,15,U+8D24,U+8CE2
7885,賹,4,99.998242930542,ai4,,,"63655.030:yì,ài",yì,17,U+30DEA,U+8CF9
7886,遷,4,99.998244997683,qian1,,"move, shift, change; transfer",63881.020:qiān,qiān,15,U+8FC1,U+9077
7887,釛,4,99.998247064823,ba2,,,64170.070:bā,bā,10,U+30F56,U+91DB
7888,鈣,4,99.998249131964,gai4,,calcium (Ca),64174.060:gài,gài,12,U+9499,U+9223
7889,鈱,4,99.998251199104,min2,,,"64191.100:mín,mǐn",mín,13,,U+9231
7890,鈶,4,99.998253266245,ci2,,,"64192.100:sì,cí,tái",sì,13,U+2CB40,U+9236
7891,鍛,4,99.998255333385,duan4,,"forge metal; temper, refine",64233.010:duàn,duàn,17,U+953B,U+935B
7892,鍦,4,99.998257400526,shi1,,,"64235.120:shī,shé",shī,17,U+30FA2,U+9366
7893,鐵,4,99.998259467666,tie3,,"iron (element 26, Fe); strong, solid, firm","64261.050:tiě,dié",tiě,21,U+94C1,U+9435
7894,閯,4,99.998261534807,sha4,,,74302.030:shà,shà,15,U+2CBAA,U+95AF
7895,閺,4,99.998263601948,wen2,,,,wén,16,,U+95BA
7896,閻,4,99.998265669088,yan2,,village gate; surname,"74305.110:yán,yǎn,yàn",yán,16,U+960E,U+95BB
7897,隂,4,99.998267736229,yin4,,"shady, secret, dark; mysterious; cold; the negative of female principle in nature",,yīn,11,,U+9682
7898,頌,4,99.998269803369,song4,,"laud, acclaim; hymn; ode","74362.030:róng,sòng",sòng,13,U+9882,U+980C
7899,頰,4,99.99827187051,jia2,,"cheeks, jaw",74373.050:jiá,jiá,16,U+988A,U+9830
7900,顆,4,99.99827393765,ke1,,"grain, kernel","74378.030:kě,kē,kuǎn",kē,17,U+9897,U+9846
7901,顪,4,99.998276004791,hui4,,,74394.020:huì,huì,22,U+310A4,U+986A
7902,飼,4,99.998278071931,si4,,raise animals; feed; nourish,74449.020:sì,sì,13,U+9972,U+98FC
7903,駕,4,99.998280139072,jia4,,"to drive, sail, fly; a cart, carriage","74550.090:jià,jiā",jià,15,U+9A7E,U+99D5
7904,駝,4,99.998282206212,tuo2,,a camel; humpbacked; to carry on the back,74549.120:tuó,tuó,15,U+9A7C,U+99DD
7905,驌,4,99.998284273353,su4,,name of a famous horse,74581.070:sù,sù,23,U+9A95,U+9A4C
7906,驘,4,99.998286340493,luo2,,mule,,luó,23,,U+9A58
7907,鰠,4,99.998288407634,sao1,,carp,74708.100:sāo,sāo,20,U+9CCB,U+9C20
7908,鰹,4,99.998290474775,jian1,,"skipjack, bonito",74709.140:jiān,jiān,22,U+9CA3,U+9C39
7909,鲗,4,99.998292541915,zei2,,cuttlefish,,zéi,14,,U+9C97
7910,鶒,4,99.998294609056,chi4,,a duck-like bird,74645.010:chì,chì,20,U+2B6F6,U+9D92
7911,鶗,4,99.998296676196,ti2,,a kind of hawk; cuckoo,"74645.100:tí,chí",tí,20,U+2B6F8,U+9D97
7912,鷥,4,99.998298743337,si1,,egret; Egretta garzetta,74663.080:sī,sī,23,U+9E36,U+9DE5
7913,鷹,4,99.998300810477,ying1,,"eagle, falcon; Accipiter species (various)",74666.020:yīng,yīng,24,U+9E70,U+9DF9
7914,齊,4,99.998302877618,qi2,,"even, uniform, of equal length; Kangxi radical 210","74783.010:qí,jī,jì,zī,zhāi,jiǎn",qí,14,U+9F50,U+9F4A
7915,硙,4,99.998304944758,wei4,,stone mill; grind; break apart,,wéi,11,,U+7859
7916,禜,4,99.998307011899,yong3,,sacrifice,"42406.080:yǒng,yíng",yǒng,15,U+30C48,U+799C
7917,糢,4,99.998309079039,mo2,,rice snacks,53158.010:mó,mó,16,,U+7CE2
7918,藠,4,99.99831114618,jiao4,,"Allium chinense, Chinese onion",53320.100:jiào,jiào,18,,U+85E0
7919,镦,4,99.99831321332,dun1/dui4,upsetting (forged pieces),ferrule; castrate,,duì,17,,U+9566
7920,蕂,4,99.998315280461,sheng4,,sesame,53294.030:shèng,shèng,15,,U+8542
7921,霮,4,99.998317347602,dan4,,,64077.070:dàn,dàn,20,,U+972E
7922,沩,4,99.998319414742,wei2,,name of a river in Hunan,,wéi,7,,U+6CA9
7923,颼,4,99.998321481883,sou1,,sound of wind; blow chilly,74488.060:sōu,sōu,18,U+98D5,U+98BC
7924,禬,4,99.998323549023,gui4,,,42410.010:guì,guì,17,U+309FB,U+79AC
7925,鴪,4,99.998325616164,yu4,,swoop,,yù,16,,U+9D2A
7926,鮨,4,99.998327683304,yi4,,seasoned rice mixed with fish or vegetables,"74687.180:qí,yì",yì,17,U+2EB1C,U+9BA8
7927,鱣,4,99.998329750445,shan4,,sturgeon,"74718.030:zhān,shàn",zhān,24,U+9CE3,U+9C63
7928,盝,3,99.9983313008,lu4,,drip,42565.130:lù,lù,13,,U+76DD
7929,眹,3,99.998332851156,zhen4,,pupil,42487.120:zhèn,zhèn,11,,U+7739
7930,睖,3,99.998334401511,leng4,,to stare straight ahead,"42494.050:lèng,chēng",lèng,13,,U+7756
7931,磫,3,99.998335951866,zong1,,,42453.090:zōng,zōng,16,,U+78EB
7932,禫,3,99.998337502222,dan4,,sacrifice offered at the end of the three years' mourning the death of a parent,42408.090:dàn,dàn,16,,U+79AB
7933,繨,3,99.998339052577,da2,,a knot (of a rope),,da,18,U+2B124,U+7E68
7934,薦,3,99.998340602933,jian4,,"offer, present; recommend",53305.110:jiàn,jiàn,16,U+8350,U+85A6
7935,褱,3,99.998342153288,huai2,,"to carry in the bosom or the sleeve; to wrap, to conceal",53106.020:huái,huái,16,,U+8931
7936,鏏,3,99.998343703643,wei4,,,64246.040:wèi,wèi,19,U+2CB6C,U+93CF
7937,鮁,3,99.998345253999,ba4,,the bonito,"74680.100:bō,bà",bō,16,U+9C85,U+9B81
7938,鹓,3,99.998346804354,yuan1,,co-worker,,yuān,13,,U+9E53
7939,繟,3,99.99834835471,chan2,,,"53452.030:chǎn,chán",chǎn,18,U+2620E,U+7E5F
7940,繺,3,99.998349905065,sha1,,,,shǎi,19,,U+7E7A
7941,沲,3,99.99835145542,duo4,,float,,tuó,8,,U+6CB2
7942,餦,3,99.998353005776,zhang1,,"candy, pastry",74458.020:zhāng,zhāng,16,U+2B5E0,U+9926
7943,篤,3,99.998354556131,du3,,"deep, true, sincere, genuine",52997.060:dǔ,dǔ,16,U+7B03,U+7BE4
7944,踺,3,99.998356106487,jian4,,,63720.030:jiàn,jiàn,15,,U+8E3A
7945,祦,3,99.998357656842,wu2,,happiness; good fortune good luck; blessing; bliss,42399.050:wú,wú,11,,U+7966
7946,篲,3,99.998359207197,hui4,,broomstick,"53005.220:huì,suì",huì,17,,U+7BF2
7947,糰,3,99.998360757553,tuan2,,rice ball,53163.010:tuán,tuán,20,U+30AB6,U+7CF0
7948,絙,3,99.998362307908,geng1,,,"53391.040:huán,gēng",huán,12,U+2B120,U+7D59
7949,纄,3,99.998363858264,peng2,,,,péng,19,,U+7E84
7950,脝,3,99.998365408619,heng1,,distend,32079.170:hēng,hēng,11,,U+811D
7951,茊,3,99.998366958974,zi1,,,,zī,8,,U+830A
7952,菫,3,99.99836850933,jin3,,"celery, aconite",,jǐn,11,,U+83EB
7953,蓞,3,99.998370059685,uu,,,,dàn,16,,U+84DE
7954,酦,3,99.998371610041,po1,,"fermentation, brewing",,pò,12,,U+9166
7955,醾,3,99.998373160396,mi2,,a kind of liquor,63603.110:mí,mí,24,,U+91BE
7956,锳,3,99.998374710751,ying1,,,,yīng,13,,U+9533
7957,钶,3,99.998376261107,ke1,columbium,columbium,,kē,10,,U+94B6
7958,鲼,3,99.998377811462,fen4,,fish,,fèn,17,,U+9CBC
7959,齄,3,99.998379361818,zha1,,red sores on nose,,zhā,23,,U+9F44
7960,鴨,3,99.998380912173,ya1,,duck; Anas species (various),74623.070:yā,yā,16,U+9E2D,U+9D28
7961,鷧,3,99.998382462528,yi4,,cormorant,74659.140:yì,yì,23,U+312A6,U+9DE7
7962,㧟,3,99.998384012884,,,"(simplified form of 擓) to wipe; to scrub; to rub, to dust; to clean, (a dialect) to scratch with fingers lightly, (a dialect) to carry on the arm",,kuǎi,8,,U+39DF
7963,祋,3,99.998385563239,dui4,,,42389.020:duì,duì,8,,U+794B
7964,箯,3,99.998387113595,bian1,,bamboo palanquin,52992.120:biān,biān,15,,U+7BAF
7965,粐,3,99.99838866395,hu4,,,,hù,10,,U+7C90
7966,粦,3,99.998390214306,lin2,,"phosphorus (element 15, P)",53147.120:lín,lín,12,,U+7CA6
7967,粭,3,99.998391764661,he2,,,,hé,12,,U+7CAD
7968,紃,3,99.998393315016,xun2,,a cord,53364.130:xún,xún,9,U+2C613,U+7D03
7969,脰,3,99.998394865372,dou4,,the neck,32076.070:dòu,dòu,11,,U+8130
7970,芃,3,99.998396415727,peng2,,luxuriant growth,53175.120:péng,péng,6,,U+8283
7971,苽,3,99.998397966083,gu1,,"bulrush, Zizania latifolia","53194.020:gū,guā",gū,8,,U+82FD
7972,莿,3,99.998399516438,ci4,,thorn,53231.060:cì,cì,11,,U+83BF
7973,菆,3,99.998401066793,zou1,,jungle,"53230.020:zōu,cuán,chù,cóng",zōu,11,,U+83C6
7974,藗,3,99.998402617149,su4,,,53318.120:sù,sù,17,,U+85D7
7975,藧,3,99.998404167504,huan4,,,53323.120:huàn,huàn,18,,U+85E7
7976,袵,3,99.99840571786,ren4,,lapel; hidden lapel of coat,,rèn,11,,U+88B5
7977,裯,3,99.998407268215,dao1,,coverlet; bedspread,"53099.100:chóu,dāo",chóu,13,,U+88EF
7978,褵,3,99.99840881857,li2,,bridal veil,,lí,15,,U+8935
7979,襆,3,99.998410368926,pu2,,hood or cowl,"53114.060:fú,pú",fú,17,,U+8946
7980,詤,3,99.998411919281,huang3,,to make wild statements to lie; to misstate; lies falsehood,63967.090:huǎng,huǎng,13,,U+8A64
7981,譓,3,99.998413469637,hui4,,,64017.070:huì,huì,19,U+2C91D,U+8B53
7982,跊,3,99.998415019992,mei4,,,63693.050:mèi,mèi,12,,U+8DCA
7983,軈,3,99.998416570347,ying1,,"soon after, soon; almost; no more than; after all",,yīng,24,,U+8EC8
7984,苘,3,99.998418120703,qing3,,Indian mallow,53192.060:qǐng,qǐng,8,,U+82D8
7985,迺,3,99.998419671058,nai3,,"then, thereupon, only then",63827.100:nǎi,nǎi,9,,U+8FFA
7986,掭,3,99.998421221414,tian4,,to manipulate; a pricker for a lamp-wick,31890.110:tiàn,tiàn,11,,U+63AD
7987,邇,3,99.998422771769,er3,,"be near, be close; recently",63891.110:ěr,ěr,17,U+8FE9,U+9087
7988,邘,3,99.998424322124,yu2,,state in Henan province,63754.060:yú,yú,5,,U+9098
7989,鄳,3,99.99842587248,meng2,,,63800.100:méng,méng,15,U+2B461,U+9133
7990,猸,3,99.998427422835,mei2,,a ferret-badger (genus Melogale),21361.010:méi,méi,12,,U+7338
7991,艴,3,99.998428973191,fu2,angry,the countenance changing,"53072.050:bó,fú,pèi",fú,11,,U+8274
7992,鑕,3,99.998430523546,zhi4,,"chopping block, executioner's block",64270.090:zhì,zhì,23,U+9527,U+9455
7993,柃,3,99.998432073901,ling2,Eurya japonica,,21186.070:líng,líng,9,,U+67C3
7994,闒,3,99.998433624257,ta4,,upper-story door or window,74312.090:tà,tà,18,U+9618,U+95D2
7995,毹,3,99.998435174612,shu1,rug,rug,"32002.060:shū,yú",shū,13,,U+6BF9
7996,脶,3,99.998436724968,luo2,,lines,,luó,11,,U+8136
7997,颋,3,99.998438275323,ting3,,straight,,tǐng,12,,U+988B
7998,鵀,3,99.998439825678,ren2,,hoopoe,74630.080:rén,rén,17,U+2CE0A,U+9D40
7999,鶜,3,99.998441376034,mao2,,,74644.140:máo,máo,19,,U+9D9C
8000,鶟,3,99.998442926389,tu2,,,74648.090:tú,tú,20,U+31296,U+9D9F
8001,鷱,3,99.998444476745,gao1,,,74661.140:gāo,gāo,23,,U+9DF1
8002,鷲,3,99.9984460271,jiu4,,"condor, vulture",74662.050:jiù,jiù,23,U+9E6B,U+9DF2
8003,鹍,3,99.998447577455,kun1,,a bird resembling the crane,,kūn,13,,U+9E4D
8004,麖,3,99.998449127811,jing1,,,74734.020:jīng,jīng,19,,U+9E96
8005,䦆,3,99.998450678166,,,a mattock; a billhook,,jué,28,,U+4986
8006,軎,3,99.998452228522,wei4,,a brass parts for a cart in ancient China,53515.080:wèi,wèi,10,U+30E72,U+8ECE
8007,稂,3,99.998453778877,lang2,grass/weeds,grass; weeds,42610.030:láng,láng,12,,U+7A02
8008,蒞,3,99.998455329232,li4,,"reach, arrive; manage",,lì,13,U+8385,U+849E
8009,蠆,3,99.998456879588,chai4,,a kind of scorpion; a sting in the tail,42889.200:chài,chài,18,U+867F,U+8806
8010,褲,3,99.998458429943,ku4,,"trousers, pants",53108.080:kù,kù,15,U+88E4,U+8932
8011,佧,3,99.998459980299,ka3,ancient name for a minority group in China,old name for the Wǎ (佤) ethnic group of Yúnnán and Myanmar,10131.080:kǎ,kǎ,7,,U+4F67
8012,紵,3,99.998461530654,zhu4,,ramie; sack cloth,"53386.030:zhù,shū",zhù,11,U+7EBB,U+7D35
8013,緌,3,99.99846308101,rui2,,tassels hanging from hat,53415.020:ruí,ruí,14,U+2E26B,U+7DCC
8014,蠾,3,99.998464631365,zhu2,,,"42911.040:zhú,shú",zhú,27,U+2744F,U+883E
8015,裲,3,99.99846618172,liang3,,waistcoat,53097.070:liǎng,liǎng,13,U+2E581,U+88F2
8016,郈,3,99.998467732076,hou4,,place in Shandong province,63768.070:hòu,hòu,8,,U+90C8
8017,鋐,3,99.998469282431,hong2,,state in today's Hubei province,64212.070:hóng,hóng,15,U+2CB4E,U+92D0
8018,餱,3,99.998470832787,hou2,,"dry goods, dry provisions",74465.080:hóu,hóu,17,U+7CC7 U+2B5EF,U+9931
8019,瓞,3,99.998472383142,die2,young melon,young melons just forming,42654.110:dié,dié,10,,U+74DE
8020,驙,3,99.998473933497,zhan1,,,"74581.030:zhān,zhàn",zhān,23,U+2B630,U+9A59
8021,鯙,3,99.998475483853,chun2,,Scomberomorus sinensis,74698.080:chún,chún,19,,U+9BD9
8022,眆,3,99.998477034208,fang3,,indistinct,42477.090:fǎng,fǎng,9,,U+7706
