,Component,Strokes,CompositionType,LeftComponent,LeftStrokes,RightComponent,RightStrokes,Signature,Notes,Section
7461,欤,8,吅,与,4,欠,4,YMNO,/,欠
7464,欧,8,吅,区,4,欠,4,SKNO,/,欠
7475,欲,11,吅,谷,7,欠,4,CRNO,/,欠
7480,欷,11,吅,希,7,欠,4,KBNO,/,欠
7482,欹,12,吅,奇,8,欠,4,KRNO,/,欠
7483,欺,12,吅,其,8,欠,4,TCNO,/,欠
7487,款,12,吅,土示,8,欠,4,GFNO,?/,欠
7492,歃,13,吅,臿,9,欠,4,MXNO,/,欠
7495,歆,13,吅,音,9,欠,4,YANO,/,欠
7496,歇,13,吅,曷,9,欠,4,AVNO,/,欠
7498,歉,14,吅,兼,10,欠,4,TCNO,/,欠
7501,歌,14,吅,哥,10,欠,4,MRNO,/,欠
7514,歙,16,吅,翕,12,欠,4,OMNO,/,欠
7523,止,4,一,止,4,*,0,YLM,/,*
7524,正,5,吕,一,1,止,4,MYLM,/,止
7525,此,6,吅,止,4,匕,2,YMP,/,止
7526,步,7,吕,止,4,𣥂,3,YLMH,/,止
7527,武,8,吕,一弋,4,止,4,MPYLM,?/,止
7528,歧,8,吅,止,4,支,4,YMJE,/,止
7531,歪,9,吕,不,4,正,5,MFMYM,/,止
7546,歹,4,+,夕,3,一,1,MNI,/,*
7548,死,6,吅,歹,4,匕,2,MNP,/,歹
7549,歼,7,吅,歹,4,千,3,MNHJ,/,歹
7554,殁,8,吅,歹,4,殳,4,MNHNE,/,歹
7555,殂,9,吅,歹,4,且,5,MNBM,/,歹
7556,殃,9,吅,歹,4,央,5,MNLBK,/,歹
7557,殄,9,吅,歹,4,㐱,5,MNOHH,/,歹
7559,殆,9,吅,歹,4,台,5,MNIR,/,歹
7560,殇,9,吅,歹,4,3勿,5,MNONH,/?,歹
7562,殉,10,吅,歹,4,旬,6,MNPA,/,歹
7563,殊,10,吅,歹,4,朱,6,MNHJD,/,歹
7564,残,10,吅,歹,4,𢦑,6,MNIJ,/,歹
7566,殍,11,吅,歹,4,孚,7,MNBND,/,歹
7571,殒,11,吅,歹,4,员,7,MNRBO,/,歹
7572,殓,11,吅,歹,4,佥,7,MNOMM,/,歹
7575,殖,12,吅,歹,4,直,8,MNJBM,/,歹
7579,殚,12,吅,歹,4,单,8,MNCWJ,/,歹
7580,殛,12,吅,歹,4,亟,8,MNNEM,/,歹
7586,殡,14,吅,歹,4,宾,10,MNJOC,/,歹
7595,殪,16,吅,歹,4,壹,12,MNGBT,/,歹
7604,殳,4,吕,几,2,又,2,HNE,/,*
7605,殴,8,吅,区,4,殳,4,SKHNE,/,殳
7606,段,9,吅,?,5,殳,4,HJHNE,?/,殳
7608,殷,10,吅,㐆,6,殳,4,HSHNE,/,殳
7616,殿,13,回,𡱒,9,殳,4,SCHNE,?/,殳
7618,毁,13,吅,臼?,9,殳,4,HMHNE,?/,殳
7619,毂,13,吅,士?车,9,殳,4,GQHNE,?/,殳
7622,毅,15,吅,豙,11,殳,4,YOHNE,/,殳
7628,毋,4,一,毋,4,*,0,WJH,/,*
7630,母,5,一,母,5,*,0,WYI,/,毋
7632,每,7,吕,𠂉,2,母,5,OWYI,/,毋
7635,毒,8,吕,龶,4,毋,4,QMWYI,/,毋
7636,毓,13,吅,每,7,㐬,6,OYYIU,/,毋
7637,比,4,吅,匕,2,匕,2,PP,/,*
7638,毕,6,吕,比,4,十,2,PPJ,/,比
7639,毖,9,吕,比,4,必,5,PPPH,/,比
7640,毗,9,吅,田,5,比,4,WPP,/,比
7642,毙,10,吕,比,4,死,6,PPMNP,/,比
7644,毛,4,一,毛,4,*,0,HQU,/,*
7650,毡,9,吅,毛,4,占,5,HUYR,/,毛
7660,毫,11,冖,亠口,5,毛,4,YRBU,?/,毛
7664,毯,12,吅,毛,4,炎,8,HUFF,/,毛
7668,毳,12,品,毛,4,*,8,HUHUU,/,毛
7670,毵,12,吅,参,8,毛,4,IHHQU,/,毛
7674,毹,13,吅,俞,9,毛,4,ONHQU,/,毛
7678,毽,13,吅,毛,4,建,9,HUNKQ,/,毛
7686,氅,16,吕,敞,12,毛,4,FKHQU,/,毛
7687,氆,16,吅,毛,4,普,12,HUTCA,/,毛
7688,氇,16,吅,毛,4,鲁,12,HUNWA,/,毛
7694,氍,22,吅,瞿,18,毛,4,BGHQU,/,毛
7696,氏,4,一,氏,4,*,0,HVP,/,*
7697,氐,5,+,氏,4,丶,1,HVPI,/,氏
7698,民,5,一,民,5,*,0,RVP,/,氏
7700,氓,8,吅,亡,3,民,5,YVRVP,/,氏
7701,气,4,一,气,4,*,0,OMN,/,*
7702,氕,5,吕,气,4,丿,1,ONL,/,气
7703,氖,6,吕,气,4,乃,2,ONNHS,/,气
7705,氘,6,吕,气,4,儿*,2,ONLL,/?,气
7706,氙,7,吕,气,4,山,3,ONU,/,气
7707,氚,7,吕,气,4,川,3,ONLLL,/,气
7708,氛,8,吕,气,4,分,4,ONCSH,/,气
7712,氟,9,吕,气,4,弗,5,ONLLN,/,气
7714,氡,9,吕,气,4,冬,5,ONHEY,/,气
7715,氢,9,吕,气,4,𢀖,5,ONNOM,/,气
7717,氤,10,吕,气,4,因,6,ONWK,/,气
7719,氦,10,吕,气,4,亥,6,ONYVO,/,气
7720,氧,10,吕,气,4,羊,6,ONTQ,/,气
7721,氨,10,吕,气,4,安,6,ONJV,/,气
7722,氩,10,吕,气,4,亚,6,ONMTC,/,气
7723,氪,11,吕,气,4,克,7,ONJRU,/,气
7727,氮,12,吕,气,4,炎,8,ONFF,/,气
7728,氯,12,吕,气,4,录,8,ONVNE,/,气
7729,氰,12,吕,气,4,青,8,ONQMB,/,气
7731,氲,13,吕,气,4,昷,9,ONABT,/,气
7733,水,4,一,水,4,*,0,E,/,*
7737,永,5,+,水,4,丶,1,INE,?/,水
7742,氽,6,吕,人,2,水,4,OE,/,水
7745,汀,5,吅,氵,3,丁,2,EMN,/,水
7746,汁,5,吅,氵,3,十,2,EJ,/,水
7747,求,7,一,求,7,*,0,IJE,/,水
7751,汆,6,吕,入,2,水,4,OE,/,水
7752,汇,5,吅,氵,3,匚,2,ES,/,水
7754,汉,5,吅,氵,3,又,2,EE,/,水
7755,汊,6,吅,氵,3,叉,3,EEI,/,水
7761,汐,6,吅,氵,3,夕,3,ENI,/,水
7765,汔,6,吅,氵,3,乞,3,EON,/,水
